pickup,delivery,distance,equipment,weight,date,predicted_rate,pickup_lat,pickup_lon,delivery_lat,delivery_lon,pickup_lat_real,pickup_lon_real,pickup_state,pickup_region,pickup_coordinate_lookup_missing_flag,delivery_lat_real,delivery_lon_real,delivery_state,delivery_region,delivery_coordinate_lookup_missing_flag,raw_coordinate_available_flag,pickup_coordinate_error_miles,delivery_coordinate_error_miles,coordinate_error_flag,source_haversine_miles,real_haversine_miles,real_lat_delta,real_lon_delta,real_lat_abs,real_lon_abs,same_region_flag,same_city_flag,region_pair,bearing_sin,bearing_cos,distance_original,distance_log1p,distance_sqrt,real_haversine_log1p,distance_real_gap,distance_real_ratio,distance_impossible_flag,distance_band,date_invalid_flag,year,month,day_of_month,day_of_week,week_of_year,day_of_year,day_index,is_weekend,is_holiday,days_to_christmas,days_from_thanksgiving,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,weight_negative_flag,weight_missing_flag,weight_clean,weight_capacity_ratio,weight_over_30000_flag,weight_over_40000_flag,weight_band,market_index,quote_signal,market_index_missing_flag,quote_signal_missing_flag,market_index_clean,quote_signal_clean,market_index_centered,market_index_squared,quote_centered,quote_extremeness,quote_extremeness_squared,market_x_distance,quote_x_equipment,route_id,route_equipment_id
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-11,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,11,3,50,345,344,0,0,14,14,-0.34134651424503615,0.9399375283564133,0.43388373911755823,-0.900968867902419,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,1.025005,2.043995,-0.030795000000000128,0.0009483320250000079,-0.006005000000000038,0.006005000000000038,3.606002500000046e-05,6.0361293516809935,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-12,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,12,4,50,346,345,0,0,13,15,-0.3251276029999093,0.9456701548465688,-0.433883739117558,-0.9009688679024191,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.98165,2.0276699999999996,-0.07415000000000005,0.005498222500000007,-0.022330000000000183,0.022330000000000183,0.0004986289000000082,5.7808170477974725,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-13,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,13,5,50,347,346,1,0,12,16,-0.30881248126625377,0.9511229423235357,-0.9749279121818236,-0.2225209339563146,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.898285,2.0540149999999997,-0.15751500000000007,0.02481097522500002,0.00401499999999988,0.00401499999999988,1.6120224999999035e-05,5.289890736801052,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-14,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,14,6,50,348,347,1,0,11,17,-0.29240597695107734,0.9562942772197719,-0.7818314824680299,0.6234898018587334,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.839715,2.0633549999999996,-0.21608500000000008,0.046692727225000036,0.013354999999999784,0.013354999999999784,0.00017835602499999422,4.944979154781494,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-15,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,15,0,51,349,348,0,0,10,18,-0.27591294500296043,0.9611826292540837,0.0,1.0,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.84869,2.07042,-0.20711000000000002,0.042894552100000004,0.020420000000000105,0.020420000000000105,0.00041697640000000426,4.997831834457533,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-16,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,16,1,51,350,349,0,0,9,19,-0.2593382659754056,0.9657865518844574,0.7818314824680298,0.6234898018587336,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.92106,2.08663,-0.13474000000000008,0.018154867600000024,0.03663000000000016,0.03663000000000016,0.001341756900000012,5.4240099323020825,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-17,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,17,2,51,351,350,0,0,8,20,-0.2426868445825954,0.9701046827361175,0.9749279121818236,-0.22252093395631434,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,1.00437,2.0263850000000003,-0.05143000000000009,0.002645044900000009,-0.023614999999999498,0.023614999999999498,0.0005576682249999763,5.914612355010795,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-18,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,18,3,51,352,351,0,0,7,21,-0.22596360824801906,0.974135744004672,0.43388373911755823,-0.900968867902419,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,1.0342250000000002,2.030105,-0.0215749999999999,0.00046548062499999565,-0.019894999999999996,0.019894999999999996,0.00039581102499999983,6.0904248064568245,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-19,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,19,4,51,353,352,0,0,6,22,-0.20917350564635637,0.9778785428342386,-0.433883739117558,-0.9009688679024191,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.98905,2.04029,-0.06675000000000009,0.004455562500000012,-0.009709999999999663,0.009709999999999663,9.428409999999347e-05,5.824394744689135,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-20,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,20,5,51,354,353,1,0,5,23,-0.19232150523909483,0.9813319716704275,-0.9749279121818236,-0.2225209339563146,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.90368,2.0507850000000003,-0.15212000000000003,0.02314049440000001,0.0007850000000004798,0.0007850000000004798,6.162250000007532e-07,5.321661233386258,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-21,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,21,6,51,355,354,1,0,4,24,-0.17541259380427843,0.9844950085880858,-0.7818314824680299,0.6234898018587334,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.84494,2.08064,-0.21086000000000005,0.04446193960000002,0.03064,0.03064,0.0009388096000000001,4.975748542113784,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-22,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,22,0,52,356,355,0,0,3,25,-0.15845177496083632,0.9873667175937016,0.0,1.0,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.85998,2.0242,-0.1958200000000001,0.03834547240000004,-0.025799999999999823,0.025799999999999823,0.0006656399999999909,5.064317266607111,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-23,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,23,1,52,357,356,0,0,2,26,-0.14144406768794202,0.9899462489023779,0.7818314824680298,0.6234898018587336,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.92989,2.01656,-0.12591000000000008,0.01585332810000002,-0.03343999999999969,0.03343999999999969,0.0011182335999999793,5.476008724674163,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-24,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,24,2,52,358,357,0,0,1,27,-0.12439450483979998,0.9922328391893008,0.9749279121818236,-0.22252093395631434,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,1.01554,2.05022,-0.04025999999999996,0.001620867599999997,0.000220000000000109,0.000220000000000109,4.840000000004796e-08,5.980391121805374,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-25,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,25,3,52,359,358,0,1,0,28,-0.10730813165636247,0.9942258118156161,0.43388373911755823,-0.900968867902419,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,1.045485,2.069805,-0.010315000000000074,0.00010639922500000152,0.019805000000000295,0.019805000000000295,0.00039223802500001166,6.156733572267652,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-26,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,26,4,52,360,359,0,0,-1,29,-0.09019000427034513,0.9959245770286599,-0.433883739117558,-0.9009688679024191,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.997335,2.04614,-0.0584650000000001,0.0034181562250000116,-0.0038599999999999746,0.0038599999999999746,1.4899599999999804e-05,5.873184098573923,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-27,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,27,5,52,361,360,1,0,-2,30,-0.07304518821104743,0.9973286321364752,-0.9749279121818236,-0.2225209339563146,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.914235,2.05868,-0.14156500000000005,0.020040649225000016,0.008680000000000021,0.008680000000000021,7.534240000000036e-05,5.383818340236461,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-28,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,28,6,52,362,361,1,0,-3,31,-0.05587875690537313,0.9984375616565666,-0.7818314824680299,0.6234898018587334,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.857985,2.03378,-0.19781500000000007,0.03913077422500003,-0.01621999999999968,0.01621999999999968,0.0002630883999999896,5.052568955080236,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-29,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,29,0,1,363,362,0,0,-4,32,-0.03869579017652689,0.9992510374388481,0.0,1.0,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.87007,2.04289,-0.18573000000000006,0.034495632900000024,-0.00710999999999995,0.00710999999999995,5.055209999999928e-05,5.123736045206689,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-30,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,30,1,1,364,363,0,0,-5,33,-0.021501372740813793,0.999768818762748,0.7818314824680298,0.6234898018587336,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,0.9442699999999999,2.057875,-0.11153000000000013,0.012438940900000028,0.007875000000000298,0.007875000000000298,6.20156250000047e-05,5.560690789714989,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
Lexington,Fort Wayne,360,Dry Van,32000,2025-12-31,,,,,,38.0406,-84.5037,KY,Southeast,0,41.0793,-85.1394,IN,Midwest,0,0,,,,,212.66547531796695,3.0387000000000057,-0.6356999999999999,3.0387000000000057,0.6356999999999999,0,0,Southeast_to_Midwest,-0.15575733841793893,0.9877953490116056,360,5.8888779583328805,18.973665961010276,5.364411592502072,147.33452468203305,1.6848767891221774,0.0,regional,0,2025,12,31,2,1,365,364,0,0,-6,34,-0.004300592702981974,0.9999907524084426,0.9749279121818236,-0.22252093395631434,0,0,32000,0.6736842105263158,1,0,heavy,,,1,1,1.02899,1.99543,-0.02681,0.0007187761,-0.054569999999999785,0.054569999999999785,0.0029778848999999765,6.059596530344951,0.0,Lexington__Fort Wayne,Lexington__Fort Wayne__Dry Van
